image_file	year	months	day	time	timestemp	h	w
GRAVES-XYmVV_230502022100.jpg_1	2023	05	02	022100	2023-05-02 022100	76	75
GRAVES-XYmVV_230502022230.jpg_1	2023	05	02	022230	2023-05-02 022230	116	117
GRAVES-XYmVV_230502023859.jpg_1	2023	05	02	023859	2023-05-02 023859	151	169
GRAVES-XYmVV_230502031759.jpg_1	2023	05	02	031759	2023-05-02 031759	83	88
GRAVES-XYmVV_230502032529.jpg_1	2023	05	02	032529	2023-05-02 032529	89	80
GRAVES-XYmVV_230502033000.jpg_2	2023	05	02	033000	2023-05-02 033000	96	76
GRAVES-XYmVV_230502033129.jpg_2	2023	05	02	033129	2023-05-02 033129	149	105
GRAVES-XYmVV_230502033430.jpg_1	2023	05	02	033430	2023-05-02 033430	85	83
GRAVES-XYmVV_230502034200.jpg_1	2023	05	02	034200	2023-05-02 034200	117	84
GRAVES-XYmVV_230502034330.jpg_1	2023	05	02	034330	2023-05-02 034330	87	93
GRAVES-XYmVV_230502034500.jpg_1	2023	05	02	034500	2023-05-02 034500	94	89
GRAVES-XYmVV_230502034759.jpg_2	2023	05	02	034759	2023-05-02 034759	100	92
GRAVES-XYmVV_230502035100.jpg_1	2023	05	02	035100	2023-05-02 035100	110	89
GRAVES-XYmVV_230502035529.jpg_1	2023	05	02	035529	2023-05-02 035529	102	77
GRAVES-XYmVV_230502041329.jpg_1	2023	05	02	041329	2023-05-02 041329	88	74
GRAVES-XYmVV_230502042529.jpg_1	2023	05	02	042529	2023-05-02 042529	105	98
GRAVES-XYmVV_230502043559.jpg_1	2023	05	02	043559	2023-05-02 043559	87	73
GRAVES-XYmVV_230502044329.jpg_1	2023	05	02	044329	2023-05-02 044329	76	81
GRAVES-XYmVV_230502045230.jpg_1	2023	05	02	045230	2023-05-02 045230	82	73
GRAVES-XYmVV_230502051630.jpg_1	2023	05	02	051630	2023-05-02 051630	89	74
GRAVES-XYmVV_230502052829.jpg_1	2023	05	02	052829	2023-05-02 052829	95	90
GRAVES-XYmVV_230502053430.jpg_1	2023	05	02	053430	2023-05-02 053430	78	80
GRAVES-XYmVV_230502054029.jpg_1	2023	05	02	054029	2023-05-02 054029	81	74
GRAVES-XYmVV_230502054329.jpg_1	2023	05	02	054329	2023-05-02 054329	88	78
GRAVES-XYmVV_230502060259.jpg_1	2023	05	02	060259	2023-05-02 060259	133	112
GRAVES-XYmVV_230502060430.jpg_1	2023	05	02	060430	2023-05-02 060430	103	96
GRAVES-XYmVV_230502061630.jpg_1	2023	05	02	061630	2023-05-02 061630	101	115
GRAVES-XYmVV_230502061930.jpg_1	2023	05	02	061930	2023-05-02 061930	80	71
GRAVES-XYmVV_230502062059.jpg_2	2023	05	02	062059	2023-05-02 062059	75	70
GRAVES-XYmVV_230502062230.jpg_1	2023	05	02	062230	2023-05-02 062230	89	82
GRAVES-XYmVV_230502062529.jpg_1	2023	05	02	062529	2023-05-02 062529	153	128
GRAVES-XYmVV_230502062700.jpg_1	2023	05	02	062700	2023-05-02 062700	117	106
GRAVES-XYmVV_230502063430.jpg_2	2023	05	02	063430	2023-05-02 063430	110	92
GRAVES-XYmVV_230502063559.jpg_1	2023	05	02	063559	2023-05-02 063559	85	86
GRAVES-XYmVV_230502064029.jpg_1	2023	05	02	064029	2023-05-02 064029	287	411
GRAVES-XYmVV_230502070430.jpg_1	2023	05	02	070430	2023-05-02 070430	122	154
GRAVES-XYmVV_230502070730.jpg_2	2023	05	02	070730	2023-05-02 070730	103	87
GRAVES-XYmVV_230502070900.jpg_1	2023	05	02	070900	2023-05-02 070900	82	80
GRAVES-XYmVV_230502071630.jpg_1	2023	05	02	071630	2023-05-02 071630	105	71
GRAVES-XYmVV_230502071759.jpg_1	2023	05	02	071759	2023-05-02 071759	87	100
GRAVES-XYmVV_230502073559.jpg_1	2023	05	02	073559	2023-05-02 073559	110	97
GRAVES-XYmVV_230502074329.jpg_1	2023	05	02	074329	2023-05-02 074329	96	76
GRAVES-XYmVV_230502075230.jpg_1	2023	05	02	075230	2023-05-02 075230	102	70
GRAVES-XYmVV_230502080000.jpg_1	2023	05	02	080000	2023-05-02 080000	102	98
GRAVES-XYmVV_230502080559.jpg_1	2023	05	02	080559	2023-05-02 080559	92	92
GRAVES-XYmVV_230502081030.jpg_1	2023	05	02	081030	2023-05-02 081030	106	95
GRAVES-XYmVV_230502081630.jpg_1	2023	05	02	081630	2023-05-02 081630	97	92
GRAVES-XYmVV_230502082230.jpg_2	2023	05	02	082230	2023-05-02 082230	86	94
GRAVES-XYmVV_230502092400.jpg_1	2023	05	02	092400	2023-05-02 092400	86	78
GRAVES-XYmVV_230502092530.jpg_1	2023	05	02	092530	2023-05-02 092530	93	84
GRAVES-XYmVV_230502092659.jpg_1	2023	05	02	092659	2023-05-02 092659	155	135
GRAVES-XYmVV_230502093000.jpg_1	2023	05	02	093000	2023-05-02 093000	94	69
GRAVES-XYmVV_230502094159.jpg_1	2023	05	02	094159	2023-05-02 094159	83	77
GRAVES-XYmVV_230502100130.jpg_1	2023	05	02	100130	2023-05-02 100130	135	156
GRAVES-XYmVV_230502101159.jpg_1	2023	05	02	101159	2023-05-02 101159	121	177
GRAVES-XYmVV_230502103300.jpg_1	2023	05	02	103300	2023-05-02 103300	81	82
GRAVES-XYmVV_230502133300.jpg_1	2023	05	02	133300	2023-05-02 133300	98	81
GRAVES-XYmVV_230502133429.jpg_2	2023	05	02	133429	2023-05-02 133429	104	104
GRAVES-XYmVV_230502133559.jpg_2	2023	05	02	133559	2023-05-02 133559	96	101
GRAVES-XYmVV_230502134030.jpg_1	2023	05	02	134030	2023-05-02 134030	140	94
GRAVES-XYmVV_230502134929.jpg_1	2023	05	02	134929	2023-05-02 134929	142	129
GRAVES-XYmVV_230502140000.jpg_1	2023	05	02	140000	2023-05-02 140000	206	141
GRAVES-XYmVV_230502141030.jpg_1	2023	05	02	141030	2023-05-02 141030	113	78
GRAVES-XYmVV_230502141929.jpg_1	2023	05	02	141929	2023-05-02 141929	111	87
GRAVES-XYmVV_230502144800.jpg_1	2023	05	02	144800	2023-05-02 144800	133	100
GRAVES-XYmVV_230502145400.jpg_1	2023	05	02	145400	2023-05-02 145400	128	99
GRAVES-XYmVV_230502150300.jpg_1	2023	05	02	150300	2023-05-02 150300	175	173
GRAVES-XYmVV_230502151800.jpg_1	2023	05	02	151800	2023-05-02 151800	143	86
GRAVES-XYmVV_230502153130.jpg_1	2023	05	02	153130	2023-05-02 153130	159	94
GRAVES-XYmVV_230502160600.jpg_1	2023	05	02	160600	2023-05-02 160600	129	96
GRAVES-XYmVV_230502161330.jpg_1	2023	05	02	161330	2023-05-02 161330	104	81
GRAVES-XYmVV_230502163000.jpg_1	2023	05	02	163000	2023-05-02 163000	112	102
GRAVES-XYmVV_230502174330.jpg_1	2023	05	02	174330	2023-05-02 174330	120	78
GRAVES-XYmVV_230502182100.jpg_1	2023	05	02	182100	2023-05-02 182100	122	109
GRAVES-XYmVV_230502183730.jpg_1	2023	05	02	183730	2023-05-02 183730	104	81
GRAVES-XYmVV_230502185230.jpg_1	2023	05	02	185230	2023-05-02 185230	112	82
GRAVES-XYmVV_230502201330.jpg_1	2023	05	02	201330	2023-05-02 201330	96	93
GRAVES-XYmVV_230502204330.jpg_2	2023	05	02	204330	2023-05-02 204330	113	112
GRAVES-XYmVV_230502204500.jpg_1	2023	05	02	204500	2023-05-02 204500	107	99
GRAVES-XYmVV_230502211929.jpg_1	2023	05	02	211929	2023-05-02 211929	163	225
GRAVES-XYmVV_230502213600.jpg_1	2023	05	02	213600	2023-05-02 213600	156	140
GRAVES-XYmVV_230502214330.jpg_1	2023	05	02	214330	2023-05-02 214330	136	146
GRAVES-XYmVV_230502223300.jpg_1	2023	05	02	223300	2023-05-02 223300	140	93
GRAVES-XYmVV_230502225359.jpg_1	2023	05	02	225359	2023-05-02 225359	111	95
GRAVES-XYmVV_230502225530.jpg_2	2023	05	02	225530	2023-05-02 225530	112	78
GRAVES-XYmVV_230502225659.jpg_1	2023	05	02	225659	2023-05-02 225659	226	214
GRAVES-XYmVV_230503000600.jpg_1	2023	05	03	000600	2023-05-03 000600	125	88
GRAVES-XYmVV_230503000730.jpg_1	2023	05	03	000730	2023-05-03 000730	124	83
GRAVES-XYmVV_230503000900.jpg_1	2023	05	03	000900	2023-05-03 000900	130	80
GRAVES-XYmVV_230503001330.jpg_2	2023	05	03	001330	2023-05-03 001330	183	96
GRAVES-XYmVV_230503001500.jpg_1	2023	05	03	001500	2023-05-03 001500	178	159
GRAVES-XYmVV_230503002230.jpg_1	2023	05	03	002230	2023-05-03 002230	95	105
GRAVES-XYmVV_230503002400.jpg_1	2023	05	03	002400	2023-05-03 002400	178	127
GRAVES-XYmVV_230503002830.jpg_1	2023	05	03	002830	2023-05-03 002830	119	95
GRAVES-XYmVV_230503003000.jpg_1	2023	05	03	003000	2023-05-03 003000	117	86
GRAVES-XYmVV_230503004200.jpg_1	2023	05	03	004200	2023-05-03 004200	111	105
GRAVES-XYmVV_230503005700.jpg_1	2023	05	03	005700	2023-05-03 005700	117	86
GRAVES-XYmVV_230503011330.jpg_1	2023	05	03	011330	2023-05-03 011330	168	111
GRAVES-XYmVV_230503012830.jpg_1	2023	05	03	012830	2023-05-03 012830	111	77
GRAVES-XYmVV_230503020000.jpg_1	2023	05	03	020000	2023-05-03 020000	148	106
GRAVES-XYmVV_230503023430.jpg_1	2023	05	03	023430	2023-05-03 023430	118	76
GRAVES-XYmVV_230503023859.jpg_1	2023	05	03	023859	2023-05-03 023859	125	94
GRAVES-XYmVV_230503024629.jpg_1	2023	05	03	024629	2023-05-03 024629	106	92
GRAVES-XYmVV_230503025100.jpg_1	2023	05	03	025100	2023-05-03 025100	260	226
GRAVES-XYmVV_230503031330.jpg_1	2023	05	03	031330	2023-05-03 031330	102	94
GRAVES-XYmVV_230503031500.jpg_2	2023	05	03	031500	2023-05-03 031500	109	97
GRAVES-XYmVV_230503031629.jpg_1	2023	05	03	031629	2023-05-03 031629	163	154
GRAVES-XYmVV_230503032700.jpg_1	2023	05	03	032700	2023-05-03 032700	226	363
GRAVES-XYmVV_230503032830.jpg_3	2023	05	03	032830	2023-05-03 032830	219	339
GRAVES-XYmVV_230503033000.jpg_1	2023	05	03	033000	2023-05-03 033000	133	118
GRAVES-XYmVV_230503034029.jpg_1	2023	05	03	034029	2023-05-03 034029	133	93
GRAVES-XYmVV_230503035529.jpg_1	2023	05	03	035529	2023-05-03 035529	109	88
GRAVES-XYmVV_230503040000.jpg_1	2023	05	03	040000	2023-05-03 040000	97	78
GRAVES-XYmVV_230503041930.jpg_1	2023	05	03	041930	2023-05-03 041930	99	87
GRAVES-XYmVV_230503044759.jpg_1	2023	05	03	044759	2023-05-03 044759	107	75
GRAVES-XYmVV_230503050730.jpg_1	2023	05	03	050730	2023-05-03 050730	122	89
GRAVES-XYmVV_230503052529.jpg_1	2023	05	03	052529	2023-05-03 052529	119	78
GRAVES-XYmVV_230503052700.jpg_2	2023	05	03	052700	2023-05-03 052700	121	79
GRAVES-XYmVV_230503060900.jpg_1	2023	05	03	060900	2023-05-03 060900	143	105
GRAVES-XYmVV_230503061500.jpg_2	2023	05	03	061500	2023-05-03 061500	99	71
GRAVES-XYmVV_230503061630.jpg_1	2023	05	03	061630	2023-05-03 061630	181	114
GRAVES-XYmVV_230503061930.jpg_1	2023	05	03	061930	2023-05-03 061930	125	90
GRAVES-XYmVV_230503062400.jpg_1	2023	05	03	062400	2023-05-03 062400	122	93
GRAVES-XYmVV_230503062829.jpg_1	2023	05	03	062829	2023-05-03 062829	170	159
GRAVES-XYmVV_230503063130.jpg_1	2023	05	03	063130	2023-05-03 063130	124	78
GRAVES-XYmVV_230503063559.jpg_1	2023	05	03	063559	2023-05-03 063559	139	105
GRAVES-XYmVV_230503064029.jpg_1	2023	05	03	064029	2023-05-03 064029	125	98
GRAVES-XYmVV_230503064200.jpg_2	2023	05	03	064200	2023-05-03 064200	123	99
GRAVES-XYmVV_230503064329.jpg_2	2023	05	03	064329	2023-05-03 064329	97	70
GRAVES-XYmVV_230503064759.jpg_1	2023	05	03	064759	2023-05-03 064759	102	74
GRAVES-XYmVV_230503064930.jpg_1	2023	05	03	064930	2023-05-03 064930	106	93
GRAVES-XYmVV_230503065700.jpg_1	2023	05	03	065700	2023-05-03 065700	120	81
GRAVES-XYmVV_230503070000.jpg_1	2023	05	03	070000	2023-05-03 070000	111	96
GRAVES-XYmVV_230503070130.jpg_1	2023	05	03	070130	2023-05-03 070130	90	78
GRAVES-XYmVV_230503071029.jpg_1	2023	05	03	071029	2023-05-03 071029	143	107
GRAVES-XYmVV_230503073430.jpg_1	2023	05	03	073430	2023-05-03 073430	120	120
GRAVES-XYmVV_230503074029.jpg_1	2023	05	03	074029	2023-05-03 074029	114	89
GRAVES-XYmVV_230503074500.jpg_1	2023	05	03	074500	2023-05-03 074500	86	87
GRAVES-XYmVV_230503075230.jpg_1	2023	05	03	075230	2023-05-03 075230	137	178
GRAVES-XYmVV_230503080900.jpg_1	2023	05	03	080900	2023-05-03 080900	140	106
GRAVES-XYmVV_230503082659.jpg_1	2023	05	03	082659	2023-05-03 082659	122	92
GRAVES-XYmVV_230503083300.jpg_1	2023	05	03	083300	2023-05-03 083300	116	88
GRAVES-XYmVV_230503083559.jpg_1	2023	05	03	083559	2023-05-03 083559	247	180
GRAVES-XYmVV_230503083730.jpg_1	2023	05	03	083730	2023-05-03 083730	239	170
GRAVES-XYmVV_230503084159.jpg_1	2023	05	03	084159	2023-05-03 084159	103	97
GRAVES-XYmVV_230503084500.jpg_1	2023	05	03	084500	2023-05-03 084500	131	91
GRAVES-XYmVV_230503090429.jpg_1	2023	05	03	090429	2023-05-03 090429	103	84
GRAVES-XYmVV_230503091030.jpg_1	2023	05	03	091030	2023-05-03 091030	157	89
GRAVES-XYmVV_230503091630.jpg_1	2023	05	03	091630	2023-05-03 091630	135	127
GRAVES-XYmVV_230503092059.jpg_1	2023	05	03	092059	2023-05-03 092059	95	81
GRAVES-XYmVV_230503094929.jpg_2	2023	05	03	094929	2023-05-03 094929	95	77
GRAVES-XYmVV_230503095829.jpg_1	2023	05	03	095829	2023-05-03 095829	114	86
GRAVES-XYmVV_230503100130.jpg_1	2023	05	03	100130	2023-05-03 100130	133	121
GRAVES-XYmVV_230503100559.jpg_1	2023	05	03	100559	2023-05-03 100559	170	99
GRAVES-XYmVV_230503103000.jpg_1	2023	05	03	103000	2023-05-03 103000	140	85
GRAVES-XYmVV_230503103130.jpg_1	2023	05	03	103130	2023-05-03 103130	108	91
GRAVES-XYmVV_230503103300.jpg_1	2023	05	03	103300	2023-05-03 103300	105	80
GRAVES-XYmVV_230503103429.jpg_1	2023	05	03	103429	2023-05-03 103429	151	94
GRAVES-XYmVV_230503105230.jpg_1	2023	05	03	105230	2023-05-03 105230	138	93
GRAVES-XYmVV_230503105659.jpg_1	2023	05	03	105659	2023-05-03 105659	96	93
GRAVES-XYmVV_230503110000.jpg_1	2023	05	03	110000	2023-05-03 110000	104	92
GRAVES-XYmVV_230503112400.jpg_1	2023	05	03	112400	2023-05-03 112400	99	84
GRAVES-XYmVV_230503114030.jpg_1	2023	05	03	114030	2023-05-03 114030	109	104
GRAVES-XYmVV_230503120000.jpg_1	2023	05	03	120000	2023-05-03 120000	125	121
GRAVES-XYmVV_230503125059.jpg_2	2023	05	03	125059	2023-05-03 125059	120	76
GRAVES-XYmVV_230503132659.jpg_1	2023	05	03	132659	2023-05-03 132659	111	77
GRAVES-XYmVV_230503135400.jpg_1	2023	05	03	135400	2023-05-03 135400	137	98
GRAVES-XYmVV_230503153429.jpg_2	2023	05	03	153429	2023-05-03 153429	110	77
GRAVES-XYmVV_230503155659.jpg_1	2023	05	03	155659	2023-05-03 155659	98	96
GRAVES-XYmVV_230503160429.jpg_1	2023	05	03	160429	2023-05-03 160429	195	128
GRAVES-XYmVV_230503162230.jpg_1	2023	05	03	162230	2023-05-03 162230	122	75
GRAVES-XYmVV_230503163600.jpg_1	2023	05	03	163600	2023-05-03 163600	205	132
GRAVES-XYmVV_230503174629.jpg_1	2023	05	03	174629	2023-05-03 174629	198	163
GRAVES-XYmVV_230503183300.jpg_1	2023	05	03	183300	2023-05-03 183300	200	126
GRAVES-XYmVV_230503184159.jpg_1	2023	05	03	184159	2023-05-03 184159	123	86
GRAVES-XYmVV_230503191500.jpg_1	2023	05	03	191500	2023-05-03 191500	119	80
GRAVES-XYmVV_230503193730.jpg_1	2023	05	03	193730	2023-05-03 193730	119	100
GRAVES-XYmVV_230503195100.jpg_1	2023	05	03	195100	2023-05-03 195100	97	81
GRAVES-XYmVV_230503213730.jpg_1	2023	05	03	213730	2023-05-03 213730	97	92
GRAVES-XYmVV_230503214159.jpg_1	2023	05	03	214159	2023-05-03 214159	196	172
GRAVES-XYmVV_230503214500.jpg_1	2023	05	03	214500	2023-05-03 214500	192	105
GRAVES-XYmVV_230503214800.jpg_1	2023	05	03	214800	2023-05-03 214800	124	80
GRAVES-XYmVV_230503220600.jpg_2	2023	05	03	220600	2023-05-03 220600	96	90
GRAVES-XYmVV_230503221030.jpg_1	2023	05	03	221030	2023-05-03 221030	120	116
GRAVES-XYmVV_230503222230.jpg_1	2023	05	03	222230	2023-05-03 222230	166	105
GRAVES-XYmVV_230503222659.jpg_1	2023	05	03	222659	2023-05-03 222659	109	79
GRAVES-XYmVV_230503232230.jpg_1	2023	05	03	232230	2023-05-03 232230	116	91
GRAVES-XYmVV_230503232830.jpg_1	2023	05	03	232830	2023-05-03 232830	119	100
GRAVES-XYmVV_230503234159.jpg_1	2023	05	03	234159	2023-05-03 234159	173	99
GRAVES-XYmVV_230503234800.jpg_1	2023	05	03	234800	2023-05-03 234800	164	129
GRAVES-XYmVV_230504001030.jpg_1	2023	05	04	001030	2023-05-04 001030	96	88
GRAVES-XYmVV_230504004800.jpg_1	2023	05	04	004800	2023-05-04 004800	103	88
GRAVES-XYmVV_230504013300.jpg_1	2023	05	04	013300	2023-05-04 013300	133	128
GRAVES-XYmVV_230504013600.jpg_2	2023	05	04	013600	2023-05-04 013600	149	91
GRAVES-XYmVV_230504015700.jpg_2	2023	05	04	015700	2023-05-04 015700	112	92
GRAVES-XYmVV_230504015830.jpg_1	2023	05	04	015830	2023-05-04 015830	123	97
GRAVES-XYmVV_230504021029.jpg_1	2023	05	04	021029	2023-05-04 021029	91	88
GRAVES-XYmVV_230504022359.jpg_1	2023	05	04	022359	2023-05-04 022359	153	121
GRAVES-XYmVV_230504031930.jpg_1	2023	05	04	031930	2023-05-04 031930	214	285
GRAVES-XYmVV_230504032100.jpg_1	2023	05	04	032100	2023-05-04 032100	99	78
GRAVES-XYmVV_230504034200.jpg_1	2023	05	04	034200	2023-05-04 034200	162	181
GRAVES-XYmVV_230504034330.jpg_1	2023	05	04	034330	2023-05-04 034330	139	116
GRAVES-XYmVV_230504034930.jpg_1	2023	05	04	034930	2023-05-04 034930	160	101
GRAVES-XYmVV_230504041200.jpg_2	2023	05	04	041200	2023-05-04 041200	103	106
GRAVES-XYmVV_230504042700.jpg_1	2023	05	04	042700	2023-05-04 042700	139	89
GRAVES-XYmVV_230504044630.jpg_2	2023	05	04	044630	2023-05-04 044630	160	103
GRAVES-XYmVV_230504044759.jpg_1	2023	05	04	044759	2023-05-04 044759	285	231
GRAVES-XYmVV_230504045529.jpg_1	2023	05	04	045529	2023-05-04 045529	101	94
GRAVES-XYmVV_230504050259.jpg_1	2023	05	04	050259	2023-05-04 050259	157	167
GRAVES-XYmVV_230504051029.jpg_1	2023	05	04	051029	2023-05-04 051029	101	106
GRAVES-XYmVV_230504051329.jpg_1	2023	05	04	051329	2023-05-04 051329	91	82
GRAVES-XYmVV_230504055700.jpg_2	2023	05	04	055700	2023-05-04 055700	123	159
GRAVES-XYmVV_230504055829.jpg_1	2023	05	04	055829	2023-05-04 055829	123	100
GRAVES-XYmVV_230504060559.jpg_1	2023	05	04	060559	2023-05-04 060559	123	81
GRAVES-XYmVV_230504062400.jpg_1	2023	05	04	062400	2023-05-04 062400	101	108
GRAVES-XYmVV_230504062529.jpg_2	2023	05	04	062529	2023-05-04 062529	105	124
GRAVES-XYmVV_230504062700.jpg_2	2023	05	04	062700	2023-05-04 062700	123	105
GRAVES-XYmVV_230504062829.jpg_1	2023	05	04	062829	2023-05-04 062829	103	81
GRAVES-XYmVV_230504063130.jpg_1	2023	05	04	063130	2023-05-04 063130	117	121
GRAVES-XYmVV_230504065400.jpg_2	2023	05	04	065400	2023-05-04 065400	144	89
GRAVES-XYmVV_230504065829.jpg_1	2023	05	04	065829	2023-05-04 065829	111	94
GRAVES-XYmVV_230504070000.jpg_1	2023	05	04	070000	2023-05-04 070000	106	76
GRAVES-XYmVV_230504070259.jpg_1	2023	05	04	070259	2023-05-04 070259	172	123
GRAVES-XYmVV_230504070730.jpg_1	2023	05	04	070730	2023-05-04 070730	134	151
GRAVES-XYmVV_230504071329.jpg_1	2023	05	04	071329	2023-05-04 071329	135	114
GRAVES-XYmVV_230504073430.jpg_1	2023	05	04	073430	2023-05-04 073430	95	81
GRAVES-XYmVV_230504075829.jpg_1	2023	05	04	075829	2023-05-04 075829	97	86
GRAVES-XYmVV_230504080559.jpg_1	2023	05	04	080559	2023-05-04 080559	117	86
GRAVES-XYmVV_230504083559.jpg_1	2023	05	04	083559	2023-05-04 083559	107	93
GRAVES-XYmVV_230504083730.jpg_1	2023	05	04	083730	2023-05-04 083730	105	74
GRAVES-XYmVV_230504084159.jpg_1	2023	05	04	084159	2023-05-04 084159	117	86
GRAVES-XYmVV_230504095829.jpg_1	2023	05	04	095829	2023-05-04 095829	126	81
GRAVES-XYmVV_230504100130.jpg_1	2023	05	04	100130	2023-05-04 100130	204	190
GRAVES-XYmVV_230504103429.jpg_1	2023	05	04	103429	2023-05-04 103429	138	130
GRAVES-XYmVV_230504110730.jpg_1	2023	05	04	110730	2023-05-04 110730	149	87
GRAVES-XYmVV_230504111159.jpg_1	2023	05	04	111159	2023-05-04 111159	155	150
GRAVES-XYmVV_230504112829.jpg_1	2023	05	04	112829	2023-05-04 112829	97	103
GRAVES-XYmVV_230504124630.jpg_1	2023	05	04	124630	2023-05-04 124630	126	91
GRAVES-XYmVV_230504124929.jpg_1	2023	05	04	124929	2023-05-04 124929	163	141
GRAVES-XYmVV_230504125530.jpg_1	2023	05	04	125530	2023-05-04 125530	134	132
GRAVES-XYmVV_230504131329.jpg_1	2023	05	04	131329	2023-05-04 131329	127	90
GRAVES-XYmVV_230504131500.jpg_1	2023	05	04	131500	2023-05-04 131500	122	87
GRAVES-XYmVV_230504134800.jpg_1	2023	05	04	134800	2023-05-04 134800	92	89
GRAVES-XYmVV_230504135400.jpg_1	2023	05	04	135400	2023-05-04 135400	187	117
GRAVES-XYmVV_230504141159.jpg_1	2023	05	04	141159	2023-05-04 141159	100	86
GRAVES-XYmVV_230504143130.jpg_1	2023	05	04	143130	2023-05-04 143130	132	88
GRAVES-XYmVV_230504143300.jpg_1	2023	05	04	143300	2023-05-04 143300	126	88
GRAVES-XYmVV_230504152230.jpg_1	2023	05	04	152230	2023-05-04 152230	118	92
GRAVES-XYmVV_230504152400.jpg_1	2023	05	04	152400	2023-05-04 152400	111	88
GRAVES-XYmVV_230504153429.jpg_1	2023	05	04	153429	2023-05-04 153429	97	81
GRAVES-XYmVV_230504154500.jpg_1	2023	05	04	154500	2023-05-04 154500	107	79
GRAVES-XYmVV_230504171929.jpg_1	2023	05	04	171929	2023-05-04 171929	149	100
GRAVES-XYmVV_230504173600.jpg_1	2023	05	04	173600	2023-05-04 173600	94	113
GRAVES-XYmVV_230504175230.jpg_1	2023	05	04	175230	2023-05-04 175230	121	114
GRAVES-XYmVV_230504183730.jpg_1	2023	05	04	183730	2023-05-04 183730	131	85
GRAVES-XYmVV_230504185230.jpg_1	2023	05	04	185230	2023-05-04 185230	186	139
GRAVES-XYmVV_230504185359.jpg_2	2023	05	04	185359	2023-05-04 185359	189	157
GRAVES-XYmVV_230504185530.jpg_2	2023	05	04	185530	2023-05-04 185530	166	154
GRAVES-XYmVV_230504193859.jpg_1	2023	05	04	193859	2023-05-04 193859	108	91
GRAVES-XYmVV_230504205230.jpg_1	2023	05	04	205230	2023-05-04 205230	92	99
GRAVES-XYmVV_230504211629.jpg_1	2023	05	04	211629	2023-05-04 211629	113	96
GRAVES-XYmVV_230504212230.jpg_1	2023	05	04	212230	2023-05-04 212230	101	87
GRAVES-XYmVV_230504214330.jpg_1	2023	05	04	214330	2023-05-04 214330	186	176
GRAVES-XYmVV_230504215100.jpg_1	2023	05	04	215100	2023-05-04 215100	93	82
GRAVES-XYmVV_230504215359.jpg_1	2023	05	04	215359	2023-05-04 215359	120	118
GRAVES-XYmVV_230504221800.jpg_2	2023	05	04	221800	2023-05-04 221800	154	193
GRAVES-XYmVV_230504221929.jpg_1	2023	05	04	221929	2023-05-04 221929	186	230
GRAVES-XYmVV_230504222830.jpg_1	2023	05	04	222830	2023-05-04 222830	101	78
GRAVES-XYmVV_230504223859.jpg_1	2023	05	04	223859	2023-05-04 223859	114	87
GRAVES-XYmVV_230504224159.jpg_1	2023	05	04	224159	2023-05-04 224159	114	122
GRAVES-XYmVV_230504224500.jpg_1	2023	05	04	224500	2023-05-04 224500	181	179
GRAVES-XYmVV_230504230000.jpg_1	2023	05	04	230000	2023-05-04 230000	96	85
GRAVES-XYmVV_230504230600.jpg_1	2023	05	04	230600	2023-05-04 230600	130	123
GRAVES-XYmVV_230504231030.jpg_1	2023	05	04	231030	2023-05-04 231030	303	429
GRAVES-XYmVV_230504231159.jpg_1	2023	05	04	231159	2023-05-04 231159	133	93
GRAVES-XYmVV_230504231629.jpg_1	2023	05	04	231629	2023-05-04 231629	145	105
GRAVES-XYmVV_230504231800.jpg_1	2023	05	04	231800	2023-05-04 231800	176	113
GRAVES-XYmVV_230504233600.jpg_1	2023	05	04	233600	2023-05-04 233600	92	84
GRAVES-XYmVV_230504234330.jpg_1	2023	05	04	234330	2023-05-04 234330	120	91
GRAVES-XYmVV_230504235830.jpg_1	2023	05	04	235830	2023-05-04 235830	112	93
GRAVES-XYmVV_230505002400.jpg_1	2023	05	05	002400	2023-05-05 002400	170	154
GRAVES-XYmVV_230505002700.jpg_1	2023	05	05	002700	2023-05-05 002700	198	298
GRAVES-XYmVV_230505005530.jpg_1	2023	05	05	005530	2023-05-05 005530	89	91
GRAVES-XYmVV_230505010730.jpg_1	2023	05	05	010730	2023-05-05 010730	91	81
GRAVES-XYmVV_230505011929.jpg_1	2023	05	05	011929	2023-05-05 011929	127	160
GRAVES-XYmVV_230505014629.jpg_1	2023	05	05	014629	2023-05-05 014629	152	144
GRAVES-XYmVV_230505015100.jpg_1	2023	05	05	015100	2023-05-05 015100	160	155
GRAVES-XYmVV_230505020600.jpg_1	2023	05	05	020600	2023-05-05 020600	149	171
GRAVES-XYmVV_230505020730.jpg_2	2023	05	05	020730	2023-05-05 020730	155	171
GRAVES-XYmVV_230505020859.jpg_1	2023	05	05	020859	2023-05-05 020859	126	109
GRAVES-XYmVV_230505021629.jpg_2	2023	05	05	021629	2023-05-05 021629	129	89
GRAVES-XYmVV_230505022100.jpg_1	2023	05	05	022100	2023-05-05 022100	113	107
GRAVES-XYmVV_230505022359.jpg_1	2023	05	05	022359	2023-05-05 022359	107	77
GRAVES-XYmVV_230505023430.jpg_3	2023	05	05	023430	2023-05-05 023430	222	157
GRAVES-XYmVV_230505023730.jpg_1	2023	05	05	023730	2023-05-05 023730	98	81
GRAVES-XYmVV_230505025100.jpg_1	2023	05	05	025100	2023-05-05 025100	108	72
GRAVES-XYmVV_230505025359.jpg_1	2023	05	05	025359	2023-05-05 025359	111	96
